experiment;total_predictions;correct_predictions;not_embedded_sentences;accuracy
AOC/en/mono/All/5/Last;226;3;0;1.327433628318584
ISO/en2/mono/All/9/Average;217;12;9;5.529953917050691
ISO/en/multi/WithCLS/10/Average;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/11/Average;217;28;9;12.903225806451612
AOC/en2/mono/NoSpec/24/Unique;217;16;9;7.373271889400922
AOC/en/mono/All/0/Unique;226;9;0;3.982300884955752
ISO/en2/mono/All/10/Average;217;13;9;5.990783410138248
ISO/en/multi/WithCLS/11/Average;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/12/Average;217;37;9;17.050691244239633
AOC/en2/mono/All/1/Average;226;4;0;1.7699115044247788
AOC/en/mono/All/1/Unique;226;8;0;3.5398230088495577
ISO/en2/mono/All/11/Average;217;11;9;5.0691244239631335
ISO/en/multi/WithCLS/12/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/2/Average;226;3;0;1.327433628318584
AOC/en/mono/All/2/Unique;226;5;0;2.2123893805309733
ISO/en2/mono/All/12/Average;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/0/Unique;217;13;9;5.990783410138248
AOC/en2/mono/All/3/Average;226;5;0;2.2123893805309733
AOC/en/mono/All/3/Unique;226;5;0;2.2123893805309733
ISO/en2/mono/All/13/Average;217;15;9;6.912442396313365
ISO/en/mono/WithCLS/1/Unique;217;13;9;5.990783410138248
ISO/en/multi/WithCLS/0/Unique;217;13;9;5.990783410138248
AOC/en/mono/All/4/Unique;226;7;0;3.0973451327433628
AOC/en2/mono/All/4/Average;226;8;0;3.5398230088495577
ISO/en/mono/WithCLS/2/Unique;217;14;9;6.451612903225806
ISO/en/multi/WithCLS/1/Unique;217;13;9;5.990783410138248
ISO/en2/mono/All/14/Average;217;16;9;7.373271889400922
AOC/en/mono/All/5/Unique;226;8;0;3.5398230088495577
AOC/en2/mono/All/5/Average;226;10;0;4.424778761061947
ISO/en/mono/WithCLS/3/Unique;217;12;9;5.529953917050691
ISO/en/multi/WithCLS/2/Unique;217;13;9;5.990783410138248
AOC/en/mono/All/6/Unique;226;6;0;2.6548672566371683
ISO/en2/mono/All/15/Average;217;15;9;6.912442396313365
ISO/en/mono/WithCLS/4/Unique;217;13;9;5.990783410138248
ISO/en/multi/WithCLS/3/Unique;217;13;9;5.990783410138248
AOC/en2/mono/All/6/Average;226;13;0;5.752212389380531
AOC/en/mono/All/7/Unique;226;8;0;3.5398230088495577
ISO/en/mono/WithCLS/5/Unique;217;37;9;17.050691244239633
ISO/en/multi/WithCLS/4/Unique;217;11;9;5.0691244239631335
ISO/en2/mono/All/16/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/7/Average;226;13;0;5.752212389380531
AOC/en/mono/All/8/Unique;226;5;0;2.2123893805309733
ISO/en/mono/WithCLS/6/Unique;217;37;9;17.050691244239633
ISO/en/multi/WithCLS/5/Unique;217;8;9;3.686635944700461
ISO/en2/mono/All/17/Average;217;14;9;6.451612903225806
AOC/en/mono/All/9/Unique;226;3;0;1.327433628318584
AOC/en2/mono/All/8/Average;226;12;0;5.3097345132743365
ISO/en/mono/WithCLS/7/Unique;217;37;9;17.050691244239633
ISO/en/multi/WithCLS/6/Unique;217;8;9;3.686635944700461
ISO/en/mono/WithCLS/8/Unique;217;38;9;17.51152073732719
ISO/en2/mono/All/18/Average;217;14;9;6.451612903225806
AOC/en/mono/All/10/Unique;226;3;0;1.327433628318584
ISO/en/multi/WithCLS/7/Unique;217;8;9;3.686635944700461
AOC/en2/mono/All/9/Average;226;13;0;5.752212389380531
ISO/en/mono/WithCLS/9/Unique;217;38;9;17.51152073732719
ISO/en/multi/WithCLS/8/Unique;217;9;9;4.147465437788019
AOC/en/mono/All/11/Unique;226;4;0;1.7699115044247788
ISO/en2/mono/All/19/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/10/Average;226;14;0;6.1946902654867255
ISO/en/mono/WithCLS/10/Unique;217;29;9;13.36405529953917
ISO/en/multi/WithCLS/9/Unique;217;9;9;4.147465437788019
AOC/en/mono/All/12/Unique;226;4;0;1.7699115044247788
ISO/en/mono/WithCLS/11/Unique;217;27;9;12.442396313364055
ISO/en2/mono/All/20/Average;217;12;9;5.529953917050691
ISO/en/multi/WithCLS/10/Unique;217;11;9;5.0691244239631335
AOC/en2/mono/All/11/Average;226;14;0;6.1946902654867255
AOC/en/mono/WithCLS/1/Average;226;8;0;3.5398230088495577
ISO/en/mono/WithCLS/12/Unique;217;27;9;12.442396313364055
ISO/en/multi/WithCLS/11/Unique;217;8;9;3.686635944700461
ISO/en2/mono/All/21/Average;217;12;9;5.529953917050691
AOC/en/mono/WithCLS/2/Average;226;5;0;2.2123893805309733
AOC/en2/mono/All/12/Average;226;14;0;6.1946902654867255
ISO/en/multi/WithCLS/12/Unique;217;11;9;5.0691244239631335
AOC/en/mono/WithCLS/3/Average;226;2;0;0.8849557522123894
ISO/en2/mono/All/22/Average;217;9;9;4.147465437788019
AOC/en2/mono/All/13/Average;226;14;0;6.1946902654867255
AOC/en/mono/WithCLS/4/Average;226;2;0;0.8849557522123894
ISO/en2/mono/All/23/Average;217;8;9;3.686635944700461
AOC/en/mono/WithCLS/5/Average;226;2;0;0.8849557522123894
AOC/en2/mono/All/14/Average;226;13;0;5.752212389380531
ISO/en2/mono/All/24/Average;217;8;9;3.686635944700461
AOC/en/mono/WithCLS/6/Average;226;2;0;0.8849557522123894
AOC/en2/mono/All/15/Average;226;13;0;5.752212389380531
AOC/en/mono/WithCLS/7/Average;226;3;0;1.327433628318584
AOC/en2/mono/All/16/Average;226;13;0;5.752212389380531
AOC/en/mono/WithCLS/8/Average;226;4;0;1.7699115044247788
AOC/en/mono/WithCLS/9/Average;226;5;0;2.2123893805309733
ISO/en2/mono/All/0/Unique;217;15;9;6.912442396313365
AOC/en2/mono/All/17/Average;226;14;0;6.1946902654867255
ISO/en2/mono/All/1/Unique;217;11;9;5.0691244239631335
AOC/en/mono/WithCLS/10/Average;226;5;0;2.2123893805309733
ISO/en2/mono/All/2/Unique;217;13;9;5.990783410138248
AOC/en2/mono/All/18/Average;226;11;0;4.867256637168142
AOC/en/mono/WithCLS/11/Average;226;5;0;2.2123893805309733
ISO/en2/mono/All/3/Unique;217;13;9;5.990783410138248
ISO/en2/mono/All/4/Unique;217;11;9;5.0691244239631335
AOC/en/mono/WithCLS/12/Average;226;5;0;2.2123893805309733
AOC/en2/mono/All/19/Average;226;11;0;4.867256637168142
ISO/en2/mono/All/5/Unique;217;9;9;4.147465437788019
AOC/en/mono/WithCLS/0/First;226;2;0;0.8849557522123894
ISO/en2/mono/All/6/Unique;217;6;9;2.7649769585253456
AOC/en2/mono/All/20/Average;226;11;0;4.867256637168142
AOC/en/mono/WithCLS/1/First;226;2;0;0.8849557522123894
ISO/en2/mono/All/7/Unique;217;4;9;1.8433179723502304
AOC/en/mono/WithCLS/2/First;226;3;0;1.327433628318584
ISO/en2/mono/All/8/Unique;217;4;9;1.8433179723502304
AOC/en2/mono/All/21/Average;226;11;0;4.867256637168142
AOC/en/mono/WithCLS/3/First;226;5;0;2.2123893805309733
ISO/en2/mono/All/9/Unique;217;2;9;0.9216589861751152
AOC/en/mono/WithCLS/4/First;226;5;0;2.2123893805309733
ISO/en2/mono/All/10/Unique;217;8;9;3.686635944700461
AOC/en2/mono/All/22/Average;226;13;0;5.752212389380531
AOC/en/mono/WithCLS/5/First;226;5;0;2.2123893805309733
ISO/en2/mono/All/11/Unique;217;6;9;2.7649769585253456
AOC/en/mono/WithCLS/0/Last;226;11;0;4.867256637168142
ISO/en2/mono/All/12/Unique;217;4;9;1.8433179723502304
AOC/en2/mono/All/23/Average;226;12;0;5.3097345132743365
AOC/en/mono/WithCLS/1/Last;226;11;0;4.867256637168142
ISO/en2/mono/All/13/Unique;217;5;9;2.3041474654377883
AOC/en/mono/WithCLS/2/Last;226;10;0;4.424778761061947
ISO/en2/mono/All/14/Unique;217;7;9;3.225806451612903
AOC/en2/mono/All/24/Average;226;12;0;5.3097345132743365
AOC/en/mono/WithCLS/3/Last;226;7;0;3.0973451327433628
ISO/en2/mono/All/15/Unique;217;8;9;3.686635944700461
AOC/en/mono/WithCLS/4/Last;226;6;0;2.6548672566371683
AOC/en2/mono/All/0/First;226;5;0;2.2123893805309733
ISO/en2/mono/All/16/Unique;217;7;9;3.225806451612903
AOC/en/mono/WithCLS/5/Last;226;5;0;2.2123893805309733
ISO/en2/mono/All/17/Unique;217;7;9;3.225806451612903
AOC/en2/mono/All/1/First;226;10;0;4.424778761061947
AOC/en/mono/WithCLS/0/Unique;226;8;0;3.5398230088495577
ISO/en2/mono/All/18/Unique;217;8;9;3.686635944700461
AOC/en2/mono/All/2/First;226;13;0;5.752212389380531
AOC/en/mono/WithCLS/1/Unique;226;6;0;2.6548672566371683
ISO/en2/mono/All/19/Unique;217;8;9;3.686635944700461
AOC/en2/mono/All/3/First;226;13;0;5.752212389380531
AOC/en/mono/WithCLS/2/Unique;226;4;0;1.7699115044247788
ISO/en2/mono/All/20/Unique;217;8;9;3.686635944700461
AOC/en2/mono/All/4/First;226;14;0;6.1946902654867255
AOC/en/mono/WithCLS/3/Unique;226;3;0;1.327433628318584
ISO/en2/mono/All/21/Unique;217;6;9;2.7649769585253456
AOC/en2/mono/All/5/First;226;14;0;6.1946902654867255
AOC/en/mono/WithCLS/4/Unique;226;3;0;1.327433628318584
ISO/en2/mono/All/22/Unique;217;7;9;3.225806451612903
AOC/en2/mono/All/6/First;226;13;0;5.752212389380531
ISO/en2/mono/All/23/Unique;217;6;9;2.7649769585253456
AOC/en/mono/WithCLS/5/Unique;226;7;0;3.0973451327433628
AOC/en2/mono/All/7/First;226;14;0;6.1946902654867255
ISO/en2/mono/All/24/Unique;217;7;9;3.225806451612903
AOC/en/mono/WithCLS/6/Unique;226;7;0;3.0973451327433628
AOC/en/mono/WithCLS/7/Unique;226;7;0;3.0973451327433628
AOC/en2/mono/All/8/First;226;11;0;4.867256637168142
ISO/en2/mono/WithCLS/1/Average;217;15;9;6.912442396313365
AOC/en/mono/WithCLS/8/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/2/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/9/First;226;11;0;4.867256637168142
AOC/en/mono/WithCLS/9/Unique;226;10;0;4.424778761061947
ISO/en2/mono/WithCLS/3/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/10/First;226;12;0;5.3097345132743365
AOC/en/mono/WithCLS/10/Unique;226;10;0;4.424778761061947
ISO/en2/mono/WithCLS/4/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/0/Last;226;17;0;7.52212389380531
AOC/en/mono/WithCLS/11/Unique;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/5/Average;217;15;9;6.912442396313365
AOC/en2/mono/All/1/Last;226;14;0;6.1946902654867255
AOC/en/mono/WithCLS/12/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/6/Average;217;15;9;6.912442396313365
AOC/en2/mono/All/2/Last;226;13;0;5.752212389380531
ISO/en2/mono/WithCLS/7/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/3/Last;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/8/Average;217;15;9;6.912442396313365
AOC/en2/mono/All/4/Last;226;11;0;4.867256637168142
ISO/en2/mono/WithCLS/9/Average;217;12;9;5.529953917050691
AOC/en2/mono/All/5/Last;226;10;0;4.424778761061947
ISO/en2/mono/WithCLS/10/Average;217;13;9;5.990783410138248
ISO/en2/mono/WithCLS/11/Average;217;11;9;5.0691244239631335
AOC/en2/mono/All/0/Unique;226;4;0;1.7699115044247788
AOC/en2/mono/All/1/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/12/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/2/Unique;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/13/Average;217;15;9;6.912442396313365
AOC/en2/mono/All/3/Unique;226;11;0;4.867256637168142
ISO/en2/mono/WithCLS/14/Average;217;16;9;7.373271889400922
AOC/en2/mono/All/4/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/15/Average;217;15;9;6.912442396313365
AOC/en2/mono/All/5/Unique;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/16/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/6/Unique;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/17/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/7/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/All/8/Unique;226;13;0;5.752212389380531
ISO/en2/mono/WithCLS/18/Average;217;14;9;6.451612903225806
AOC/en2/mono/All/9/Unique;226;13;0;5.752212389380531
ISO/en2/mono/WithCLS/19/Average;217;13;9;5.990783410138248
AOC/en2/mono/All/10/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/20/Average;217;12;9;5.529953917050691
AOC/en2/mono/All/11/Unique;226;8;0;3.5398230088495577
ISO/en2/mono/WithCLS/21/Average;217;12;9;5.529953917050691
AOC/en2/mono/All/12/Unique;226;13;0;5.752212389380531
AOC/en2/mono/All/13/Unique;226;11;0;4.867256637168142
ISO/en2/mono/WithCLS/22/Average;217;9;9;4.147465437788019
AOC/en2/mono/All/14/Unique;226;11;0;4.867256637168142
ISO/en2/mono/WithCLS/23/Average;217;8;9;3.686635944700461
AOC/en2/mono/All/15/Unique;226;9;0;3.982300884955752
ISO/en2/mono/WithCLS/24/Average;217;8;9;3.686635944700461
AOC/en2/mono/All/16/Unique;226;8;0;3.5398230088495577
AOC/en2/mono/All/17/Unique;226;10;0;4.424778761061947
AOC/en2/mono/All/18/Unique;226;12;0;5.3097345132743365
AOC/en2/mono/All/19/Unique;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/0/Unique;217;15;9;6.912442396313365
AOC/en2/mono/All/20/Unique;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/1/Unique;217;11;9;5.0691244239631335
AOC/en2/mono/All/21/Unique;226;16;0;7.079646017699115
ISO/en2/mono/WithCLS/2/Unique;217;13;9;5.990783410138248
AOC/en2/mono/All/22/Unique;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/3/Unique;217;13;9;5.990783410138248
AOC/en2/mono/All/23/Unique;226;15;0;6.637168141592921
ISO/en2/mono/WithCLS/4/Unique;217;11;9;5.0691244239631335
ISO/en2/mono/WithCLS/5/Unique;217;9;9;4.147465437788019
AOC/en2/mono/All/24/Unique;226;17;0;7.52212389380531
ISO/en2/mono/WithCLS/6/Unique;217;6;9;2.7649769585253456
AOC/en2/mono/WithCLS/1/Average;226;8;0;3.5398230088495577
ISO/en2/mono/WithCLS/7/Unique;217;4;9;1.8433179723502304
AOC/en2/mono/WithCLS/2/Average;226;6;0;2.6548672566371683
ISO/en2/mono/WithCLS/8/Unique;217;4;9;1.8433179723502304
AOC/en2/mono/WithCLS/3/Average;226;7;0;3.0973451327433628
ISO/en2/mono/WithCLS/9/Unique;217;2;9;0.9216589861751152
AOC/en2/mono/WithCLS/4/Average;226;8;0;3.5398230088495577
ISO/en2/mono/WithCLS/10/Unique;217;8;9;3.686635944700461
ISO/en2/mono/WithCLS/11/Unique;217;6;9;2.7649769585253456
AOC/en2/mono/WithCLS/5/Average;226;10;0;4.424778761061947
ISO/en2/mono/WithCLS/12/Unique;217;4;9;1.8433179723502304
AOC/en2/mono/WithCLS/6/Average;226;10;0;4.424778761061947
ISO/en2/mono/WithCLS/13/Unique;217;5;9;2.3041474654377883
AOC/en2/mono/WithCLS/7/Average;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/14/Unique;217;7;9;3.225806451612903
ISO/en2/mono/WithCLS/15/Unique;217;8;9;3.686635944700461
AOC/en2/mono/WithCLS/8/Average;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/16/Unique;217;7;9;3.225806451612903
AOC/en2/mono/WithCLS/9/Average;226;12;0;5.3097345132743365
ISO/en2/mono/WithCLS/17/Unique;217;7;9;3.225806451612903
AOC/en2/mono/WithCLS/10/Average;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/18/Unique;217;8;9;3.686635944700461
ISO/en2/mono/WithCLS/19/Unique;217;8;9;3.686635944700461
AOC/en2/mono/WithCLS/11/Average;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/20/Unique;217;8;9;3.686635944700461
AOC/en2/mono/WithCLS/12/Average;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/21/Unique;217;6;9;2.7649769585253456
ISO/en2/mono/WithCLS/22/Unique;217;7;9;3.225806451612903
AOC/en2/mono/WithCLS/13/Average;226;14;0;6.1946902654867255
ISO/en2/mono/WithCLS/23/Unique;217;6;9;2.7649769585253456
AOC/en2/mono/WithCLS/14/Average;226;13;0;5.752212389380531
ISO/en2/mono/WithCLS/24/Unique;217;7;9;3.225806451612903
AOC/en2/mono/WithCLS/15/Average;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/16/Average;226;13;0;5.752212389380531
AOC/en2/mono/WithCLS/17/Average;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/18/Average;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/19/Average;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/20/Average;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/21/Average;226;16;0;7.079646017699115
AOC/en2/mono/WithCLS/22/Average;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/23/Average;226;16;0;7.079646017699115
AOC/en2/mono/WithCLS/24/Average;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/0/First;226;7;0;3.0973451327433628
AOC/en2/mono/WithCLS/1/First;226;10;0;4.424778761061947
AOC/en2/mono/WithCLS/2/First;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/3/First;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/4/First;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/5/First;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/6/First;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/7/First;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/8/First;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/9/First;226;16;0;7.079646017699115
AOC/en2/mono/WithCLS/10/First;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/0/Last;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/1/Last;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/2/Last;226;16;0;7.079646017699115
AOC/en2/mono/WithCLS/3/Last;226;16;0;7.079646017699115
AOC/en2/mono/WithCLS/4/Last;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/5/Last;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/0/Unique;226;8;0;3.5398230088495577
AOC/en2/mono/WithCLS/1/Unique;226;9;0;3.982300884955752
AOC/en2/mono/WithCLS/2/Unique;226;13;0;5.752212389380531
AOC/en2/mono/WithCLS/3/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/4/Unique;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/5/Unique;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/6/Unique;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/7/Unique;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/8/Unique;226;17;0;7.52212389380531
AOC/en2/mono/WithCLS/9/Unique;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/10/Unique;226;11;0;4.867256637168142
AOC/en2/mono/WithCLS/11/Unique;226;13;0;5.752212389380531
AOC/en2/mono/WithCLS/12/Unique;226;10;0;4.424778761061947
AOC/en2/mono/WithCLS/13/Unique;226;15;0;6.637168141592921
AOC/en2/mono/WithCLS/14/Unique;226;12;0;5.3097345132743365
AOC/en2/mono/WithCLS/15/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/16/Unique;226;11;0;4.867256637168142
AOC/en2/mono/WithCLS/17/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/18/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/19/Unique;226;14;0;6.1946902654867255
AOC/en2/mono/WithCLS/20/Unique;226;16;0;7.079646017699115
ISO/en/mono/NoSpec/0/First;217;13;9;5.990783410138248
AOC/en2/mono/WithCLS/21/Unique;226;16;0;7.079646017699115
ISO/en/multi/NoSpec/0/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/1/First;217;13;9;5.990783410138248
AOC/en2/mono/WithCLS/22/Unique;226;14;0;6.1946902654867255
ISO/en/multi/NoSpec/1/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/2/First;217;9;9;4.147465437788019
AOC/en2/mono/WithCLS/23/Unique;226;14;0;6.1946902654867255
ISO/en/multi/NoSpec/2/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/3/First;217;10;9;4.6082949308755765
AOC/en2/mono/WithCLS/24/Unique;226;15;0;6.637168141592921
ISO/en/multi/NoSpec/3/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/4/First;217;28;9;12.903225806451612
ISO/en/multi/NoSpec/4/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/5/First;217;38;9;17.51152073732719
ISO/en/multi/NoSpec/5/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/0/Last;217;34;9;15.668202764976956
ISO/en/multi/NoSpec/0/Last;217;11;9;5.0691244239631335
ISO/en/mono/NoSpec/1/Last;217;37;9;17.050691244239633
ISO/en/multi/NoSpec/1/Last;217;12;9;5.529953917050691
ISO/en/mono/NoSpec/2/Last;217;39;9;17.972350230414747
ISO/en/multi/NoSpec/2/Last;217;12;9;5.529953917050691
ISO/en2/mono/NoSpec/0/First;217;14;9;6.451612903225806
ISO/en/mono/NoSpec/3/Last;217;38;9;17.51152073732719
ISO/en/multi/NoSpec/3/Last;217;11;9;5.0691244239631335
ISO/en2/mono/NoSpec/1/First;217;15;9;6.912442396313365
ISO/en/mono/NoSpec/4/Last;217;38;9;17.51152073732719
ISO/en/multi/NoSpec/4/Last;217;13;9;5.990783410138248
ISO/en2/mono/NoSpec/2/First;217;13;9;5.990783410138248
ISO/en/mono/NoSpec/5/Last;217;38;9;17.51152073732719
ISO/en/multi/NoSpec/5/Last;217;13;9;5.990783410138248
ISO/en2/mono/NoSpec/3/First;217;12;9;5.529953917050691
ISO/en2/mono/NoSpec/4/First;217;11;9;5.0691244239631335
ISO/en2/mono/NoSpec/5/First;217;15;9;6.912442396313365
ISO/en2/mono/NoSpec/6/First;217;15;9;6.912442396313365
ISO/en2/mono/NoSpec/7/First;217;14;9;6.451612903225806
ISO/en2/mono/NoSpec/8/First;217;13;9;5.990783410138248
ISO/en2/mono/NoSpec/9/First;217;12;9;5.529953917050691
ISO/en2/mono/NoSpec/10/First;217;8;9;3.686635944700461
ISO/en2/mono/NoSpec/0/Last;217;8;9;3.686635944700461
ISO/en2/mono/NoSpec/1/Last;217;7;9;3.225806451612903
ISO/en2/mono/NoSpec/2/Last;217;8;9;3.686635944700461
ISO/en2/mono/NoSpec/3/Last;217;9;9;4.147465437788019
ISO/en2/mono/NoSpec/4/Last;217;6;9;2.7649769585253456
ISO/en2/mono/NoSpec/5/Last;217;6;9;2.7649769585253456
ISO/en/mono/All/0/First;217;13;9;5.990783410138248
ISO/en/multi/All/0/First;217;13;9;5.990783410138248
ISO/en/mono/All/1/First;217;13;9;5.990783410138248
ISO/en/multi/All/1/First;217;13;9;5.990783410138248
ISO/en/mono/All/2/First;217;9;9;4.147465437788019
ISO/en/multi/All/2/First;217;13;9;5.990783410138248
ISO/en/mono/All/3/First;217;10;9;4.6082949308755765
ISO/en/multi/All/3/First;217;13;9;5.990783410138248
ISO/en/mono/All/4/First;217;28;9;12.903225806451612
ISO/en/multi/All/4/First;217;13;9;5.990783410138248
ISO/en/mono/All/5/First;217;38;9;17.51152073732719
ISO/en/multi/All/5/First;217;13;9;5.990783410138248
ISO/en/mono/All/0/Last;217;34;9;15.668202764976956
ISO/en/multi/All/0/Last;217;11;9;5.0691244239631335
ISO/en/mono/All/1/Last;217;37;9;17.050691244239633
ISO/en/multi/All/1/Last;217;12;9;5.529953917050691
ISO/en/mono/All/2/Last;217;39;9;17.972350230414747
ISO/en/multi/All/2/Last;217;12;9;5.529953917050691
ISO/en/mono/All/3/Last;217;38;9;17.51152073732719
ISO/en/multi/All/3/Last;217;11;9;5.0691244239631335
ISO/en/mono/All/4/Last;217;38;9;17.51152073732719
ISO/en/multi/All/4/Last;217;13;9;5.990783410138248
ISO/en/mono/All/5/Last;217;38;9;17.51152073732719
ISO/en/multi/All/5/Last;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/0/First;217;13;9;5.990783410138248
ISO/en/multi/WithCLS/0/First;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/1/First;217;13;9;5.990783410138248
ISO/en/multi/WithCLS/1/First;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/2/First;217;9;9;4.147465437788019
ISO/en/multi/WithCLS/2/First;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/3/First;217;10;9;4.6082949308755765
ISO/en/multi/WithCLS/3/First;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/4/First;217;28;9;12.903225806451612
ISO/en/multi/WithCLS/4/First;217;13;9;5.990783410138248
ISO/en2/mono/All/0/First;217;14;9;6.451612903225806
ISO/en/mono/WithCLS/5/First;217;38;9;17.51152073732719
ISO/en/multi/WithCLS/5/First;217;13;9;5.990783410138248
ISO/en2/mono/All/1/First;217;15;9;6.912442396313365
ISO/en/mono/WithCLS/0/Last;217;34;9;15.668202764976956
ISO/en/multi/WithCLS/0/Last;217;11;9;5.0691244239631335
ISO/en2/mono/All/2/First;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/1/Last;217;37;9;17.050691244239633
ISO/en/multi/WithCLS/1/Last;217;12;9;5.529953917050691
ISO/en/mono/WithCLS/2/Last;217;39;9;17.972350230414747
ISO/en2/mono/All/3/First;217;12;9;5.529953917050691
ISO/en/multi/WithCLS/2/Last;217;12;9;5.529953917050691
ISO/en2/mono/All/4/First;217;11;9;5.0691244239631335
ISO/en/mono/WithCLS/3/Last;217;38;9;17.51152073732719
ISO/en/multi/WithCLS/3/Last;217;11;9;5.0691244239631335
ISO/en/mono/WithCLS/4/Last;217;38;9;17.51152073732719
ISO/en2/mono/All/5/First;217;15;9;6.912442396313365
ISO/en/multi/WithCLS/4/Last;217;13;9;5.990783410138248
ISO/en/mono/WithCLS/5/Last;217;38;9;17.51152073732719
ISO/en2/mono/All/6/First;217;15;9;6.912442396313365
ISO/en/multi/WithCLS/5/Last;217;13;9;5.990783410138248
ISO/en2/mono/All/7/First;217;14;9;6.451612903225806
ISO/en2/mono/All/8/First;217;13;9;5.990783410138248
ISO/en2/mono/All/9/First;217;12;9;5.529953917050691
ISO/en2/mono/All/10/First;217;8;9;3.686635944700461
ISO/en2/mono/All/0/Last;217;8;9;3.686635944700461
ISO/en2/mono/All/1/Last;217;7;9;3.225806451612903
ISO/en2/mono/All/2/Last;217;8;9;3.686635944700461
ISO/en2/mono/All/3/Last;217;9;9;4.147465437788019
ISO/en2/mono/All/4/Last;217;6;9;2.7649769585253456
ISO/en2/mono/All/5/Last;217;6;9;2.7649769585253456
ISO/en2/mono/WithCLS/0/First;217;14;9;6.451612903225806
ISO/en2/mono/WithCLS/1/First;217;15;9;6.912442396313365
ISO/en2/mono/WithCLS/2/First;217;13;9;5.990783410138248
ISO/en2/mono/WithCLS/3/First;217;12;9;5.529953917050691
ISO/en2/mono/WithCLS/4/First;217;11;9;5.0691244239631335
